50000 1000
20138 54929 1 20139
20139 54929 2 20140
20140 54929 3 20141
20141 54929 4 20142
20142 54929 5 20143
20143 54929 6 20144
20144 54929 7 20145
20145 54929 8 20146
20146 54929 9 20147
20147 54929 10 20148
20148 54929 11 20149
20149 54929 12 20150
20150 54929 13 20151
20151 54929 14 20152
20152 54929 15 20153
20153 54929 16 20154
20154 54929 17 20155
20155 54929 18 20156
20156 54929 19 20157
20157 54929 20 20158
20158 54929 21 20159
20159 54929 22 20160
20160 54929 23 20161
20161 54929 24 20740
20162 45962 43 32311
20163 39453 23 47985
20164 34774 37 40447
20165 14366 6 26121
20166 28578 16 7703
20167 39453 39 8283
20168 30771 51 20169
20169 30771 52 20170
20170 30771 53 20171
20171 30771 54 20172
20172 30771 55 20173
20173 30771 56 20174
20174 30771 57 20175
20175 30771 58 20176
20176 30771 59 17400
20177 15207 23 49685
20178 7956 28 10672
20179 60516 63 20180
20180 60516 64 20181
20181 60516 65 34000
20182 3413 25 47685
20183 11365 12 49222
20184 15773 39 15804
20185 42030 21 37185
20186 24547 79 7572
20187 14173 8 23137
20188 59239 19 20189
20189 59239 20 20190
20190 59239 21 20191
20191 59239 22 20192
20192 59239 23 20193
20193 59239 24 24132
20194 48803 4 4422
20195 0 0 0
20196 8627 16 48025
20197 0 0 0
20198 25393 42 25126
20199 46751 34 5840
20200 61504 17 20201
20201 61504 18 20202
20202 61504 19 20203
20203 61504 20 20946
20204 50271 29 37674
20205 57595 23 26735
20206 63523 12 45108
20207 14181 38 31278
20208 8627 75 16856
20209 53276 29 27448
20210 63523 65 35540
20211 17778 15 49291
20212 11219 3 20213
20213 11219 4 26560
20214 16436 50 1824
20215 7193 19 8671
20216 20626 59 34962
20217 21028 1 32982
20218 29915 20 34999
20219 2895 58 43877
20220 39595 30 26668
20221 36016 32 8992
20222 29687 40 42696
20223 28860 31 44633
20224 36016 56 13103
20225 7383 62 5058
20226 55305 10 20227
20227 55305 11 20228
20228 55305 12 20229
20229 55305 13 20230
20230 55305 14 20231
20231 55305 15 46539
20232 46552 34 4880
20233 43994 22 22007
20234 22409 31 37824
20235 0 0 0
20236 4131 18 23149
20237 52978 32 11714
20238 999 36 17930
20239 36265 5 19651
20240 56147 65 46992
20241 49304 31 36745
20242 29420 12 47812
20243 37157 60 9764
20244 64393 1 20245
20245 64393 2 20246
20246 64393 3 20247
20247 64393 4 20248
20248 64393 5 20249
20249 64393 6 20250
20250 64393 7 20251
20251 64393 8 35158
20252 19798 16 26959
20253 0 0 0
20254 7870 25 27900
20255 9910 21 19536
20256 32167 64 11748
20257 43652 11 16223
20258 32776 44 32512
20259 19551 10 12571
20260 1466 60 32217
20261 0 0 0
20262 37727 9 27030
20263 63523 67 16025
20264 53347 64 21587
20265 7026 29 16464
20266 3413 31 31455
20267 36629 40 10163
20268 55153 33 31505
20269 0 0 0
20270 39532 84 6977
20271 0 0 0
20272 31921 15 20273
20273 31921 16 46648
20274 17728 57 20275
20275 17728 58 20276
20276 17728 59 1
20277 34739 15 32195
20278 29443 70 20911
20279 0 0 0
20280 30764 53 10292
20281 11306 5 39369
20282 49304 68 42738
20283 5684 14 43928
20284 58876 1 20285
20285 58876 2 20286
20286 58876 3 20287
20287 58876 4 20288
20288 58876 5 20289
20289 58876 6 20290
20290 58876 7 20291
20291 58876 8 680
20292 28285 47 37368
20293 61338 20 20294
20294 61338 21 20295
20295 61338 22 20296
20296 61338 23 20297
20297 61338 24 3014
20298 7870 39 31904
20299 55358 1 20300
20300 55358 2 20301
20301 55358 3 20302
20302 55358 4 20303
20303 55358 5 20304
20304 55358 6 20305
20305 55358 7 20306
20306 55358 8 20307
20307 55358 9 20308
20308 55358 10 20309
20309 55358 11 20310
20310 55358 12 20311
20311 55358 13 20312
20312 55358 14 20313
20313 55358 15 20314
20314 55358 16 20315
20315 55358 17 20316
20316 55358 18 20317
20317 55358 19 20318
20318 55358 20 20319
20319 55358 21 20320
20320 55358 22 20321
20321 55358 23 20322
20322 55358 24 20323
20323 55358 25 20324
20324 55358 26 20325
20325 55358 27 20326
20326 55358 28 20327
20327 55358 29 20328
20328 55358 30 20329
20329 55358 31 20330
20330 55358 32 20331
20331 55358 33 20332
20332 55358 34 20333
20333 55358 35 20334
20334 55358 36 20335
20335 55358 37 20336
20336 55358 38 20337
20337 55358 39 20338
20338 55358 40 20339
20339 55358 41 1
20340 22372 1 20341
20341 22372 2 38659
20342 8418 1 20343
20343 8418 2 20344
20344 8418 3 20345
20345 8418 4 20346
20346 8418 5 20347
20347 8418 6 20348
20348 8418 7 20349
20349 8418 8 20350
20350 8418 9 20351
20351 8418 10 20352
20352 8418 11 20353
20353 8418 12 20354
20354 8418 13 20355
20355 8418 14 20356
20356 8418 15 20357
20357 8418 16 20358
20358 8418 17 20359
20359 8418 18 20360
20360 8418 19 1
20361 61504 27 20362
20362 61504 28 20363
20363 61504 29 20364
20364 61504 30 20365
20365 61504 31 43158
20366 64892 36 1278
20367 0 0 0
20368 48803 1 9176
20369 59253 14 42493
20370 24065 4 20371
20371 24065 5 20372
20372 24065 6 13921
20373 6414 69 1
20374 26286 17 41065
20375 0 0 0
20376 13033 14 10628
20377 58362 47 2084
20378 61079 70 20379
20379 61079 71 20380
20380 61079 72 20381
20381 61079 73 20382
20382 61079 74 20383
20383 61079 75 20384
20384 61079 76 20385
20385 61079 77 20386
20386 61079 78 20387
20387 61079 79 1
20388 64892 40 18815
20389 999 50 33176
20390 24547 23 42472
20391 36790 12 6047
20392 40599 19 33950
20393 0 0 0
20394 7347 11 18690
20395 65447 88 9389
20396 51035 62 9694
20397 45387 5 20398
20398 45387 6 20399
20399 45387 7 20400
20400 45387 8 20401
20401 45387 9 20402
20402 45387 10 20403
20403 45387 11 25169
20404 55091 1 20405
20405 55091 2 20406
20406 55091 3 20407
20407 55091 4 20408
20408 55091 5 20409
20409 55091 6 20410
20410 55091 7 20411
20411 55091 8 20412
20412 55091 9 20413
20413 55091 10 20414
20414 55091 11 20415
20415 55091 12 20416
20416 55091 13 20417
20417 55091 14 20418
20418 55091 15 20419
20419 55091 16 20420
20420 55091 17 20421
20421 55091 18 20422
20422 55091 19 20423
20423 55091 20 20424
20424 55091 21 20425
20425 55091 22 20426
20426 55091 23 20427
20427 55091 24 20428
20428 55091 25 20429
20429 55091 26 20430
20430 55091 27 20431
20431 55091 28 20432
20432 55091 29 20433
20433 55091 30 20434
20434 55091 31 20435
20435 55091 32 20436
20436 55091 33 20437
20437 55091 34 20438
20438 55091 35 20439
20439 55091 36 20440
20440 55091 37 20441
20441 55091 38 20442
20442 55091 39 42333
20443 14541 20 6075
20444 32614 55 20445
20445 32614 56 3352
20446 39532 41 34154
20447 39288 47 24304
20448 1466 12 12119
20449 35321 43 20450
20450 35321 44 20451
20451 35321 45 20452
20452 35321 46 20453
20453 35321 47 20454
20454 35321 48 20455
20455 35321 49 20456
20456 35321 50 20457
20457 35321 51 20458
20458 35321 52 20459
20459 35321 53 20460
20460 35321 54 20461
20461 35321 55 29094
20462 14971 57 4257
20463 32776 27 21819
20464 9082 19 20465
20465 9082 20 20466
20466 9082 21 20467
20467 9082 22 20468
20468 9082 23 20469
20469 9082 24 18440
20470 8444 44 5660
20471 25338 61 20472
20472 25338 62 20473
20473 25338 63 20474
20474 25338 64 20475
20475 25338 65 20476
20476 25338 66 19284
20477 62410 4 1612
20478 49159 10 26515
20479 0 0 0
20480 43662 23 19212
20481 1273 3 20482
20482 1273 4 20483
20483 1273 5 35464
20484 16787 12 20485
20485 16787 13 20486
20486 16787 14 20487
20487 16787 15 36306
20488 25393 41 20198
20489 19984 19 5153
20490 19702 14 39448
20491 0 0 0
20492 19877 54 47778
20493 0 0 0
20494 324 27 31786
20495 29542 32 28400
20496 7245 22 6818
20497 11365 16 38930
20498 5117 29 47975
20499 3413 66 1
20500 50915 17 13764
20501 39595 54 28206
20502 10420 12 1
20503 27842 17 44119
20504 53746 25 39848
20505 4504 34 29151
20506 50915 79 42177
20507 17659 7 35852
20508 7863 1 20509
20509 7863 2 20510
20510 7863 3 20511
20511 7863 4 20512
20512 7863 5 20513
20513 7863 6 2552
20514 34673 73 5106
20515 50580 38 35081
20516 42195 52 34032
20517 56147 69 34273
20518 7870 2 13164
20519 60051 17 41299
20520 57730 11 37310
20521 34492 13 13476
20522 29915 25 28760
20523 39453 53 14173
20524 50422 6 38045
20525 29292 1 20526
20526 29292 2 20527
20527 29292 3 20528
20528 29292 4 20529
20529 29292 5 20530
20530 29292 6 20531
20531 29292 7 20532
20532 29292 8 20533
20533 29292 9 20534
20534 29292 10 20535
20535 29292 11 20536
20536 29292 12 20537
20537 29292 13 20538
20538 29292 14 20539
20539 29292 15 6714
20540 48769 29 14391
20541 39453 57 46555
20542 7870 45 38332
20543 48769 63 1
20544 7354 49 8837
20545 10026 17 9632
20546 18470 8 13914
20547 8627 86 18187
20548 4131 65 33580
20549 21908 75 25939
20550 53746 18 40614
20551 533 20 28388
20552 57907 28 9627
20553 62989 55 1363
20554 19292 88 45451
20555 58647 11 30798
20556 52677 58 20557
20557 52677 59 33689
20558 23442 36 35152
20559 0 0 0
20560 28971 8 20561
20561 28971 9 20562
20562 28971 10 20563
20563 28971 11 1589
20564 2572 77 12623
20565 0 0 0
20566 4739 13 32508
20567 0 0 0
20568 42195 40 1510
20569 58688 61 802
20570 41242 5 16262
20571 0 0 0
20572 19702 58 30447
20573 4739 18 19389
20574 15074 5 20575
20575 15074 6 32643
20576 57686 11 18643
20577 63215 17 41857
20578 30699 37 22585
20579 46814 44 2585
20580 14843 23 12314
20581 22516 15 43914
20582 53347 33 44008
20583 17556 37 18752
20584 1220 1 20585
20585 1220 2 20586
20586 1220 3 20587
20587 1220 4 20588
20588 1220 5 20589
20589 1220 6 20590
20590 1220 7 20591
20591 1220 8 20592
20592 1220 9 20593
20593 1220 10 20594
20594 1220 11 20595
20595 1220 12 20596
20596 1220 13 20597
20597 1220 14 20598
20598 1220 15 20599
20599 1220 16 20600
20600 1220 17 20601
20601 1220 18 20602
20602 1220 19 20603
20603 1220 20 20604
20604 1220 21 20605
20605 1220 22 20606
20606 1220 23 20607
20607 1220 24 16160
20608 39595 8 13706
20609 26286 35 28554
20610 35230 1 20611
20611 35230 2 37777
20612 7089 64 23700
20613 9794 9 16689
20614 61653 6 20615
20615 61653 7 20616
20616 61653 8 17565
20617 41364 46 35022
20618 57595 45 44062
20619 21727 40 16272
20620 31692 60 26852
20621 56147 38 16620
20622 42723 32 13310
20623 0 0 0
20624 31320 41 20625
20625 31320 42 20626
20626 31320 43 26478
20627 10026 33 24064
20628 60672 39 40544
20629 0 0 0
20630 29482 43 41488
20631 14181 78 17632
20632 15074 21 20633
20633 15074 22 6169
20634 324 18 47172
20635 61018 31 14010
20636 19970 19 47120
20637 4131 9 37922
20638 39288 11 37642
20639 43056 46 3691
20640 24731 49 20641
20641 24731 50 35585
20642 15400 91 22441
20643 15531 1 22582
20644 8444 46 6272
20645 9910 64 11181
20646 29542 20 23568
20647 49472 84 15409
20648 25251 14 39296
20649 32776 41 15539
20650 48144 1 20651
20651 48144 2 20652
20652 48144 3 20653
20653 48144 4 20654
20654 48144 5 20655
20655 48144 6 20656
20656 48144 7 20657
20657 48144 8 20658
20658 48144 9 20659
20659 48144 10 20660
20660 48144 11 20661
20661 48144 12 20662
20662 48144 13 20663
20663 48144 14 20664
20664 48144 15 20665
20665 48144 16 20666
20666 48144 17 20667
20667 48144 18 42178
20668 8444 17 26446
20669 4228 61 20670
20670 4228 62 48852
20671 48210 84 22499
20672 46751 32 35109
20673 14843 53 6800
20674 22680 38 38042
20675 36265 15 17947
20676 17659 18 20677
20677 17659 19 47855
20678 61990 5 27261
20679 38826 40 44932
20680 999 45 16504
20681 24481 22 20682
20682 24481 23 20683
20683 24481 24 35123
20684 3801 1 20685
20685 3801 2 20686
20686 3801 3 20687
20687 3801 4 20688
20688 3801 5 20689
20689 3801 6 20690
20690 3801 7 20691
20691 3801 8 20692
20692 3801 9 20693
20693 3801 10 20694
20694 3801 11 20695
20695 3801 12 13679
20696 21755 33 412
20697 39903 28 20698
20698 39903 29 36935
20699 16190 69 499
20700 47558 8 22775
20701 0 0 0
20702 48210 41 14947
20703 0 0 0
20704 49224 34 1
20705 33831 16 20706
20706 33831 17 20707
20707 33831 18 20708
20708 33831 19 20709
20709 33831 20 20710
20710 33831 21 20711
20711 33831 22 20712
20712 33831 23 20713
20713 33831 24 20714
20714 33831 25 20715
20715 33831 26 20716
20716 33831 27 20717
20717 33831 28 20718
20718 33831 29 20719
20719 33831 30 20720
20720 33831 31 31044
20721 58362 28 17100
20722 53276 23 6498
20723 34404 7 12768
20724 3420 17 20725
20725 3420 18 20726
20726 3420 19 20727
20727 3420 20 20728
20728 3420 21 20729
20729 3420 22 20730
20730 3420 23 20731
20731 3420 24 20732
20732 3420 25 20733
20733 3420 26 20734
20734 3420 27 20735
20735 3420 28 20736
20736 3420 29 22201
20737 7616 13 2164
20738 39903 40 20739
20739 39903 41 3037
20740 54929 25 20741
20741 54929 26 20742
20742 54929 27 20743
20743 54929 28 20744
20744 54929 29 20745
20745 54929 30 20746
20746 54929 31 20747
20747 54929 32 20748
20748 54929 33 20749
20749 54929 34 20750
20750 54929 35 20751
20751 54929 36 20752
20752 54929 37 20753
20753 54929 38 20754
20754 54929 39 20755
20755 54929 40 20756
20756 54929 41 20757
20757 54929 42 20758
20758 54929 43 20759
20759 54929 44 20760
20760 54929 45 20761
20761 54929 46 18308
20762 58937 44 43975
20763 28860 55 45141
20764 25637 22 20765
20765 25637 23 20766
20766 25637 24 20767
20767 25637 25 15340
20768 13117 32 40822
20769 53276 4 11586
20770 15400 46 29447
20771 25057 26 15253
20772 22223 56 45963
20773 39878 33 2657
20774 64007 70 20775
20775 64007 71 20776
20776 64007 72 20777
20777 64007 73 22728
20778 29504 35 37213
20779 56616 52 20780
20780 56616 53 20781
20781 56616 54 8737
20782 11991 30 24017
20783 37436 63 6777
20784 63523 33 3034
20785 18697 4 13621
20786 62391 57 20787
20787 62391 58 20788
20788 62391 59 20789
20789 62391 60 20790
20790 62391 61 20791
20791 62391 62 28488
20792 38826 28 24356
20793 62989 22 8631
20794 53364 16 4639
20795 0 0 0
20796 28621 50 41839
20797 36629 73 10701
20798 40850 20 42157
20799 533 5 21783
20800 48071 77 39018
20801 34739 71 21739
20802 11306 16 32335
20803 0 0 0
20804 23714 6 16728
20805 31921 5 20806
20806 31921 6 20807
20807 31921 7 33565
20808 63798 39 22338
20809 64383 27 526
20810 8624 6 48919
20811 0 0 0
20812 29482 11 21778
20813 3122 54 33736
20814 50271 47 34618
20815 0 0 0
20816 28281 1 10665
20817 36790 27 24537
20818 10482 41 8428
20819 40625 32 48735
20820 59972 21 11563
20821 41682 32 8285
20822 28702 51 44962
20823 8888 1 1
20824 52975 26 20825
20825 52975 27 20826
20826 52975 28 26203
20827 15207 26 34262
20828 26767 24 38063
20829 7026 33 39194
20830 57595 30 47646
20831 22409 62 540
20832 16266 37 1
20833 0 0 0
20834 21098 86 18462
20835 56801 28 42810
20836 4528 38 20837
20837 4528 39 20838
20838 4528 40 20839
20839 4528 41 20840
20840 4528 42 20841
20841 4528 43 1
20842 58362 77 1
20843 0 0 0
20844 49735 20 19746
20845 34739 53 5951
20846 32779 43 32566
20847 0 0 0
20848 49735 13 5794
20849 24063 38 6810
20850 61990 29 48652
20851 15400 6 3364
20852 23472 61 37543
20853 61376 13 41523
20854 14843 76 29452
20855 64699 17 43247
20856 6678 12 12230
20857 59556 28 14074
20858 3122 32 46609
20859 47346 25 20860
20860 47346 26 20861
20861 47346 27 20862
20862 47346 28 26020
20863 29504 9 40035
20864 52104 7 35392
20865 60285 7 17872
20866 4866 75 20867
20867 4866 76 20868
20868 4866 77 20869
20869 4866 78 20870
20870 4866 79 20871
20871 4866 80 20872
20872 4866 81 20873
20873 4866 82 20874
20874 4866 83 20875
20875 4866 84 20876
20876 4866 85 20877
20877 4866 86 17160
20878 32828 23 49616
20879 50841 34 20880
20880 50841 35 20881
20881 50841 36 20882
20882 50841 37 20883
20883 50841 38 27643
20884 25251 18 8932
20885 19702 47 38517
20886 21194 16 47081
20887 19626 16 20888
20888 19626 17 20889
20889 19626 18 20890
20890 19626 19 42322
20891 42195 38 46046
20892 11306 30 1505
20893 0 0 0
20894 533 25 35543
20895 34739 42 1265
20896 5370 4 20897
20897 5370 5 20898
20898 5370 6 20899
20899 5370 7 20900
20900 5370 8 20901
20901 5370 9 4882
20902 59130 2 729
20903 21838 9 20904
20904 21838 10 20905
20905 21838 11 33269
20906 13965 6 20907
20907 13965 7 20908
20908 13965 8 20909
20909 13965 9 20910
20910 13965 10 48638
20911 29443 71 26866
20912 57647 1 20913
20913 57647 2 20914
20914 57647 3 20915
20915 57647 4 20916
20916 57647 5 20917
20917 57647 6 20918
20918 57647 7 20919
20919 57647 8 20920
20920 57647 9 20921
20921 57647 10 25056
20922 19970 37 13300
20923 29482 21 5663
20924 58360 9 27308
20925 4023 15 30975
20926 56498 42 45687
20927 6678 84 49689
20928 59258 44 31038
20929 1592 19 20930
20930 1592 20 34114
20931 17556 15 18496
20932 21727 11 39054
20933 4698 14 20934
20934 4698 15 20935
20935 4698 16 42373
20936 11739 14 19626
20937 7193 24 5954
20938 29542 60 39444
20939 49304 19 6313
20940 26378 27 48039
20941 15334 23 32412
20942 48210 15 45884
20943 34404 20 33594
20944 52978 1 40895
20945 0 0 0
20946 61504 21 20947
20947 61504 22 20948
20948 61504 23 20949
20949 61504 24 20950
20950 61504 25 20951
20951 61504 26 20361
20952 26960 41 27911
20953 42643 51 14937
20954 26286 31 46517
20955 37149 64 22709
20956 32167 27 14632
20957 34774 51 7658
20958 28285 28 33283
20959 26767 2 38421
20960 57686 10 20576
20961 0 0 0
20962 4891 1 20963
20963 4891 2 20964
20964 4891 3 20965
20965 4891 4 20966
20966 4891 5 20967
20967 4891 6 20968
20968 4891 7 20969
20969 4891 8 20970
20970 4891 9 20971
20971 4891 10 20972
20972 4891 11 20973
20973 4891 12 5096
20974 1663 5 39653
20975 36016 69 16087
20976 8444 27 5116
20977 27551 23 17224
20978 53993 12 20979
20979 53993 13 20980
20980 53993 14 20981
20981 53993 15 20982
20982 53993 16 34352
20983 15692 28 45475
20984 60133 26 17016
20985 0 0 0
20986 7245 29 33740
20987 3413 40 24635
20988 17015 20 45792
20989 35414 36 15853
20990 39087 26 20991
20991 39087 27 20992
20992 39087 28 20993
20993 39087 29 25384
20994 52126 14 11752
20995 56616 30 20996
20996 56616 31 10650
20997 3313 8 20998
20998 3313 9 20999
20999 3313 10 21000
21000 3313 11 21001
21001 3313 12 32024
21002 999 6 10314
21003 0 0 0
21004 29687 21 5853
21005 37921 15 24607
21006 46814 12 8363
21007 20377 41 21008
21008 20377 42 21009
21009 20377 43 21010
21010 20377 44 21011
21011 20377 45 21012
21012 20377 46 21013
21013 20377 47 21014
21014 20377 48 21015
21015 20377 49 21016
21016 20377 50 21017
21017 20377 51 21018
21018 20377 52 42509
21019 22680 60 14266
21020 59253 19 24947
21021 23273 46 23103
21022 41682 53 48122
21023 43994 1 30431
21024 52978 67 15155
21025 0 0 0
21026 64383 17 6725
21027 64158 87 18346
21028 63215 6 13754
21029 0 0 0
21030 40787 16 7502
21031 0 0 0
21032 54738 6 25833
21033 4132 14 19945
21034 50173 21 21035
21035 50173 22 21036
21036 50173 23 21037
21037 50173 24 15382
21038 28702 39 42418
21039 4228 12 17076
21040 52975 14 21041
21041 52975 15 21042
21042 52975 16 21043
21043 52975 17 23745
21044 61735 2 7343
21045 49304 11 26767
21046 39288 28 42254
21047 0 0 0
21048 26286 74 25179
21049 37436 20 34270
21050 18470 39 34350
21051 28993 8 39491
21052 17778 23 6616
21053 49472 61 24197
21054 62377 22 44504
21055 65447 63 21056
21056 65447 64 15487
21057 37988 16 6464
21058 7396 12 21059
21059 7396 13 21060
21060 7396 14 21061
21061 7396 15 1
21062 16190 4 982
21063 48844 3 29
21064 23714 24 38815
21065 39288 45 1643
21066 60133 58 10698
21067 0 0 0
21068 34673 84 6982
21069 35728 68 46547
21070 25393 52 44984
21071 42643 11 46255
21072 37727 47 45751
21073 0 0 0
21074 62989 21 20793
21075 19984 22 43935
21076 50422 4 42756
21077 33583 17 4618
21078 23132 10 28966
21079 52385 43 21080
21080 52385 44 21081
21081 52385 45 34783
21082 54394 1 21083
21083 54394 2 21827
21084 5858 52 21085
21085 5858 53 21086
21086 5858 54 21087
21087 5858 55 1
21088 35780 34 16959
21089 52126 20 3042
21090 18903 10 22986
21091 0 0 0
21092 53364 34 17532
21093 4504 32 23951
21094 40445 5 42364
21095 0 0 0
21096 57664 11 29005
21097 0 0 0
